医疗机构名称,本地机构编码,医保区划,机构类别,医院等级,联系地址
北京西鹤年堂中医医院,06151198,丰台区,对外中医,一级无等,北京市丰台区大台子9号
北京西京中医医院,06151201,丰台区,对外中医,一级无等,北京市丰台区丰管路16号1号楼
北京瑶医医院,06159119,丰台区,对外专科,一级无等,北京市丰台区海鹰路六号院31号楼
首都经济贸易大学西校区门诊部,06141003,丰台区,对内,无等级,北京市丰台区张家路口121号
丰台区长辛店大街社区卫生服务站,06162183,丰台区,社区卫生站,无等级,北京市丰台区长辛店大街甲262号
北京瑞京糖尿病医院,06110114,丰台区,对外专科,一级无等,北京市丰台区石榴园南里15号3幢
北京恩生堂刘家窑中医医院,06151203,丰台区,对外中医,一级无等,北京市丰台区东铁匠营顺四条甲63号
丰台区东高地街道万东社区卫生服务站,06162050,丰台区,社区卫生站,无等级,北京市丰台区东高地南街甲1号
丰台区东高地街道益丰园社区卫生服务站,06162064,丰台区,社区卫生站,无等级,北京市丰台区东高地益丰园小区东侧
丰台区东铁营街道铁营社区卫生服务站,06162030,丰台区,社区卫生站,无等级,北京市丰台区宋家庄顺八条8号院一区3号楼
丰台区东铁营街道成寿寺社区卫生服务站,06162025,丰台区,社区卫生站,无等级,北京市丰台区宋庄路红狮家园北区三号楼一单元一层；北京市丰台区东铁匠营顺四条16号民乐顺欣嘉园小区3-1-101
丰台区东铁营街道城外诚社区卫生服务站,06162052,丰台区,社区卫生站,无等级,北京市丰台区苇子坑2号10-5幢一层101室
丰台区卢沟桥街道莲宝路社区卫生服务站,06162042,丰台区,社区卫生站,无等级,北京市丰台区马官营南路6号院五号楼3号
丰台区卢沟桥街道青塔第二社区卫生服务站,06162020,丰台区,社区卫生站,无等级,北京市丰台区卢沟桥街道小屯路甲2号院商4-2、商4-3
丰台区太平桥街道顺驰蓝调社区卫生服务站,06162174,丰台区,社区卫生站,无等级,北京市丰台区三路居路88号院4号楼1单元104
丰台区宛平街道宛平社区卫生服务站,06162019,丰台区,社区卫生站,无等级,北京市丰台区卢沟桥北里4楼西侧平房
丰台区王佐镇南宫社区卫生服务站,06162058,丰台区,社区卫生站,无等级,北京市丰台区王佐镇南宫社区10号楼对面
丰台区西罗园街道西罗园社区卫生服务站,06162055,丰台区,社区卫生站,无等级,北京市丰台区西罗园三区中心花园西北角
丰台区西罗园街道西罗园四区社区卫生服务站,06162002,丰台区,社区卫生站,无等级,北京市丰台区西罗园四区15号楼西1、2号
丰台区西罗园街道洋桥北里社区卫生服务站,06162027,丰台区,社区卫生站,无等级,北京市丰台区洋桥北里小区38号楼一层东侧
丰台区西罗园街道洋桥西里社区卫生服务站,06162056,丰台区,社区卫生站,无等级,北京市丰台区洋桥西里29号楼前商用房
丰台区新村街道银地社区卫生服务站,06162047,丰台区,社区卫生站,无等级,北京市丰台区银地家园26号楼一层
丰台区新村街道富锦嘉园社区卫生服务站,06162175,丰台区,社区卫生站,无等级,北京市丰台区新村街道富锦嘉园二区9号楼一层
丰台区新村街道怡海花园社区卫生服务站,06162003,丰台区,社区卫生站,无等级,北京市丰台区怡海花园底商8-9号
丰台区新村街道科学城深富街社区卫生服务站,06162009,丰台区,社区卫生站,无等级,北京市丰台区韩庄子三里八号楼10号
丰台区新村街道万柳园社区卫生服务站,06162012,丰台区,社区卫生站,无等级,北京市丰台区万柳小区1号楼1层
丰台区新村街道丰西社区卫生服务站,06162005,丰台区,社区卫生站,无等级,北京市丰台区丰西电力机社区
丰台区长辛店街道奥林匹克花园社区卫生服务站,06162177,丰台区,社区卫生站,无等级,北京市丰台区长辛店长兴路12号中体奥园一区3号楼底商101
丰台区长辛店街道玉皇庄社区卫生服务站,06162023,丰台区,社区卫生站,无等级,北京市丰台区长辛店镇东南街134号
丰台区长辛店街道杜家坎社区卫生服务站,06162061,丰台区,社区卫生站,无等级,北京市丰台区长辛店玉皇庄教师楼附属平房、北京市丰台区杜家坎15号院营门南侧附属用房
丰台区长辛店街道珠光御景嘉园社区卫生服务站,06162024,丰台区,社区卫生站,无等级,北京市丰台区长云路2号院珠光御景嘉园10号楼02、03号铺
丰台区长辛店街道张家坟社区卫生服务站,06162045,丰台区,社区卫生站,无等级,北京市丰台区张家坟东里5楼75号
丰台区长辛店街道崔村一里社区卫生服务站,06162059,丰台区,对外综合,无等级,北京市丰台区长辛店崔村一里44楼北侧
丰台区长辛店镇大灰厂第一社区卫生服务站,06162179,丰台区,社区卫生站,无等级,北京市丰台区长辛店大灰厂462号
丰台区马家堡街道角门东里社区卫生服务站,06162067,丰台区,社区卫生站,无等级,北京市丰台区马家堡角门东里1号院
丰台区马家堡街道马家堡社区卫生服务站,06162031,丰台区,社区卫生站,无等级,北京市丰台区马家堡西里53号楼
北京市木材厂职工医院,06110021,丰台区,对外综合,一级无等,北京市丰台区大红门西路4号
北京市丰台区心理卫生中心 北京市丰台区精神卫生防治院,06153001,丰台区,对外专科,二级无等,北京市丰台区南苑镇五爱屯东路南苑机电厂南侧小院
北京航天总医院 中国航天科技集团公司总医院、北京航天总医院互联网医院,06110005,丰台区,对外综合,三级无等,北京市丰台区东高地万源北路7号
北京市丰台区南苑社会福利中心医务室,06100089,丰台区,对内,无等级,北京市大兴区旧宫镇庑殿路28号
首都医科大学附属北京佑安医院,06154001,丰台区,对外专科,三级甲等,北京市丰台区右安门外西头条8号
北京市丰台区大红门街道木材厂社区卫生服务站,06162121,丰台区,社区卫生站,无等级,北京市丰台区马家堡东路108号院1号楼1层
北京高博博仁医院,06110182,丰台区,对外综合,二级无等,北京市丰台区郑王坟南6号A、B、C座
北京同仁堂第二中医医院,06130001,丰台区,对外中医,一级无等,北京市丰台区南三环中路20号
北京市丰台区云岗社区卫生服务中心,06110088,丰台区,对外综合,无等级,北京市丰台区云岗街道南区20号楼
丰台区花乡育芳园社区卫生服务站,06162049,丰台区,社区卫生站,无等级,北京市丰台区花乡育芳园小区39号
丰台区云岗街道北区社区卫生服务站,06162018,丰台区,社区卫生站,无等级,北京市丰台区云岗北区静欣园6号
首都医科大学校医院,06141004,丰台区,对外综合,无等级,北京市丰台区右安门外西头条10号
北京市丰台区卢沟桥国医社区卫生服务中心（北京市丰台区卢沟桥国医院）,06110013,丰台区,对外综合,一级甲等,北京市丰台区西局南街137号8号楼
丰台区新村街道明春苑社区卫生服务站,06162014,丰台区,社区卫生站,无等级,北京市丰台区明春苑小区6号楼一层
丰台区云岗街道南区社区卫生服务站,06162017,丰台区,社区卫生站,无等级,北京市丰台区云岗北区北里7号
北京市丰台区卢沟桥社会福利中心医务室,06100074,丰台区,对内,无等级,北京市丰台区卢沟桥乡小郭庄83号
丰台区花乡纪家庙社区卫生服务站,06162173,丰台区,社区卫生站,无等级,北京市丰台区纪家庙8号
丰台区方庄街道芳星园社区卫生服务站,06162037,丰台区,社区卫生站,无等级,北京市丰台区芳星园二区十九号楼
北京市丰台区大红门社区卫生服务中心,06110015,丰台区,对外综合,无等级,北京市丰台区石榴庄二街18号院
北京市丰台区卢沟桥街道建邦枫景社区卫生服务站,06162193,丰台区,社区卫生站,无等级,北京市丰台区双林东路105号院1号楼101-105室
北京市丰台区北宫镇社区卫生服务中心 北京市丰台区北宫镇社区医院,06120002,丰台区,对外综合,无等级,北京市丰台区射击场路23号
北京长峰医院,06110027,丰台区,对外综合,二级无等,北京市丰台区靛厂新村291号
北京博爱医院,06155001,丰台区,对外综合,三级甲等,北京市丰台区角门北路10号
丰台区南苑街道南庭新苑社区卫生服务站,06162013,丰台区,社区卫生站,无等级,北京市丰台区南苑槐房西路318号院20号楼
丰台区东高地街道东高地社区卫生服务站,06162006,丰台区,社区卫生站,无等级,北京市丰台区东高地62栋北侧平房
北京市丰台区花乡葆台村社区卫生服务站,06162125,丰台区,社区卫生站,无等级,北京市丰台区花乡葆台村
丰台区方庄街道芳群园社区卫生服务站,06162041,丰台区,社区卫生站,无等级,北京市丰台区方庄芳群园1区14号楼甲
丰台区和义街道南苑北里社区卫生服务站,06162016,丰台区,社区卫生站,无等级,北京市丰台区南苑北里社区第二社区居委会旁
丰台区和义街道和义西里社区卫生服务站,06162033,丰台区,社区卫生站,无等级,北京市丰台区大红门南路58号
丰台区右安门街道翠林社区卫生服务站,06162035,丰台区,社区卫生站,无等级,北京市丰台区翠林小区二里1号楼
北京六一八厂医院（北京市丰台区朱家坟社区卫生服务中心）,06161001,丰台区,对外综合,无等级,北京市丰台区朱家坟
北京市丰台区花乡四合庄村社区卫生服务站,06162191,丰台区,社区卫生站,无等级,北京市丰台区花乡四合庄村180号
丰台区南苑街道诚苑社区卫生服务站,06162043,丰台区,社区卫生站,无等级,北京市丰台区诚苑南里1号楼
丰台区东高地街道东营房社区卫生服务站,06162007,丰台区,社区卫生站,无等级,北京市丰台区东高地菊源北里5号
丰台区方庄街道芳城东里社区卫生服务站,06162040,丰台区,社区卫生站,无等级,北京市丰台区左安门外紫芳园二区5号楼3单元103号
丰台区右安门街道玉林社区卫生服务站,06162028,丰台区,社区卫生站,无等级,北京市丰台区右安门外玉林里38号楼
丰台区东高地街道万源路社区卫生服务站,06162008,丰台区,社区卫生站,无等级,北京市丰台区万源路文化广场东侧平房
丰台区右安门街道东庄社区卫生服务站,06162068,丰台区,社区卫生站,无等级,北京市丰台区右安门外东庄七号楼平房
北京博爱堂中医医院,06151104,丰台区,对外中医,一级无等,北京市丰台区开阳路一号楼-2至16层101内一层6号、7号，2层6号
丰台区方庄街道芳古园社区卫生服务站,06162038,丰台区,社区卫生站,无等级,北京市丰台区方庄芳古园一区32号楼
北京市木樨园体育运动技术学校门诊部,06111093,丰台区,对内,无等级,北京市丰台区光彩北路4号
中国戏曲学院医务室,06141002,丰台区,对内,无等级,北京市丰台区万泉寺400号
丰台区太平桥街道太平桥社区卫生服务站,06162029,丰台区,社区卫生站,无等级,北京市丰台区太平桥小区36号楼平房
丰台区方庄街道芳城园社区卫生服务站,06162039,丰台区,社区卫生站,无等级,北京市丰台区方庄芳城园一区二号
航天空气动力技术研究院医务室,06141012,丰台区,对内,无等级,北京市丰台区云岗西路17号院
丰台区太平桥街道天伦小区社区卫生服务站,06162048,丰台区,社区卫生站,无等级,北京市丰台区天伦北里小区8号楼
丰台区太平桥街道万泉寺社区卫生服务站,06162087,丰台区,社区卫生站,无等级,北京市丰台区万泉寺南里14号楼对面
北京市丰台区卢沟桥社区卫生服务中心,06151002,丰台区,对外综合,无等级,北京市丰台区丰台镇兴隆中街6号，北京市丰台区大成南里2区3号楼，卢沟桥街道兴景路299号院假日风景D区6号楼底商103室
北京市丰台区和义社区卫生服务中心,06110097,丰台区,对外综合,无等级,北京市丰台区和义东里二区6号
北京市丰台区新村街道北京方向社区卫生服务站,06162187,丰台区,社区卫生站,无等级,北京市丰台区郭公庄中街20号院7号楼南侧一层、二层、101室、102室、103室
北京市对外服务办公室机关门诊部,06111094,丰台区,对内,无等级,北京市丰台区蒲黄榆40号4号楼
北京京西肿瘤医院,06156206,丰台区,对外专科,二级无等,北京市丰台区万丰路69号
中国人民解放军总医院第五医学中心,06154002,丰台区,对外专科,三级甲等,北京市丰台区西四环中路100号;北京市丰台区东大街8号
北京京中中西医结合医院,06110025,丰台区,对外中医,二级无等,北京市丰台区正阳大街67号13号楼
北京市丰台区益民门诊部,06141010,丰台区,对外综合,无等级,北京市丰台区建国街一里三六零三工厂宿舍
北京市丰台区北宫镇杜家坎九号院社区卫生服务站,06162176,丰台区,社区卫生站,无等级,北京市丰台区长辛店杜家坎九号院
北京市丰台区洋桥门诊部,06110030,丰台区,对外综合,无等级,北京市丰台区马家堡东路55号院
丰台区丰台街道北大地社区卫生服务站,06162004,丰台区,社区卫生站,无等级,北京市丰台区北大地二里12号楼南侧平房
丰台区卢沟桥街道青塔东里社区卫生服务站,06162051,丰台区,社区卫生站,无等级,北京市丰台区青塔东里七号院15楼1门1号
丰台区卢沟桥街道五里店社区卫生服务站,06162036,丰台区,社区卫生站,无等级,北京市丰台区五里店南里10号楼
丰台区卢沟桥街道青塔社区卫生服务站,06162034,丰台区,社区卫生站,无等级,北京市丰台区青塔小区秀园13号楼201号
丰台区卢沟桥街道京铁家园社区卫生服务站,06162069,丰台区,社区卫生站,无等级,北京市丰台区京铁家园二区三号楼一层
北京市丰台区丰台社区卫生服务中心 北京市丰台区丰台社区医院,06110096,丰台区,对外综合,无等级,北京市丰台区永善里1号楼
丰台区丰台街道丽泽景园社区卫生服务站,06162172,丰台区,社区卫生站,无等级,北京市丰台区丰益桥西益泽路1号丽泽景园16号楼
丰台区丰台街道东大街西里社区卫生服务站,06162011,丰台区,社区卫生站,无等级,北京市丰台区庄维花苑9号楼
丰台区丰台街道泥洼社区卫生服务站,06162010,丰台区,社区卫生站,无等级,北京市丰台区前泥洼小区二区10号楼二层
丰台区丰台街道彩虹嘉园社区卫生服务站,06162195,丰台区,社区卫生站,无等级,北京市丰台区彩虹嘉园1607#楼一层
中国人民解放军总医院京南医疗区丰北桥门诊部,06141014,丰台区,对内,无等级,北京市丰台区西四环南路63号院
中国人民解放军总医院京南医疗区杜家坎门诊部,06110077,丰台区,对内,无等级,北京市丰台区杜家坎21号院
北京市丰台区京苑医院,06110018,丰台区,对外综合,一级无等,北京市丰台区临泓路5号
北京市丰台区卢沟桥乡郭庄子村社区卫生服务站 北京市丰台区卢沟桥乡郭庄子村卫生所,06162207,丰台区,社区卫生站,无等级,北京市丰台区卢沟桥乡郭庄子村
北京华生康复医院,06150208,丰台区,对外专科,三级无等,北京市丰台区光彩路1号院6号楼、7号楼
北京市丰台区民族养老院医务室,06100212,丰台区,对内,无等级,北京市丰台区吴家村路9号
北京维尔丰台口腔医院,06155210,丰台区,对外专科,一级无等,北京市丰台区政馨园三区5、6号楼
北京新华卓越康复医院,06150209,丰台区,对外专科,二级无等,北京市丰台区莲花池西里8号(1-6层及地下1层)
北京市丰台区茗芝苑养老院医务室,06100225,丰台区,对内,无等级,北京市丰台区五里店小屯西路120号
北京市丰台区嘉祥敬老院医务室,06100222,丰台区,对内,无等级,北京市丰台区西铁营东路2号院1号楼
北京市丰台区花乡白盆窑村社区卫生服务站 北京市丰台区花乡白盆窑村卫生所,06162124,丰台区,社区卫生站,无等级,北京市丰台区五圈南路28号院2号楼1层113
北京市丰台区丰台街道北大地三里16号院社区卫生服务站,06162211,丰台区,社区卫生站,无等级,北京市丰台区北大地三里16号院13号楼
北京光大汇晨看丹养老服务有限公司医务室,06100214,丰台区,对内,无等级,北京市丰台区丰台镇看丹路南开西里23号楼
北京市丰台区卢沟桥乡靛厂村社区卫生服务站,06162141,丰台区,社区卫生站,无等级,北京市丰台区卢沟桥乡靛厂村
北京市丰台区大红门街道时村村社区卫生服务站,06162219,丰台区,社区卫生站,无等级,北京市丰台区南顶村42号楼西侧甲5号
北京市丰台区王佐镇山语城社区卫生服务站,06162221,丰台区,社区卫生站,无等级,北京市丰台区王佐镇山语城小区二区9号楼首层
北京丰台怡康医院,06110224,丰台区,对外综合,一级无等,北京市丰台区马家堡路69号
北京中科领军刘家窑口腔医院,06155216,丰台区,对外专科,二级无等,北京市丰台区刘家窑南三环中路15楼东侧
北京康助护理院,06159223,丰台区,对外专科,一级无等,北京市丰台区长辛店光明里74号
北京市丰台区东铁营街道沙子口社区卫生服务站,06162217,丰台区,社区卫生站,无等级,北京市丰台区南三环中路67号6号楼一层B1046、B1047号
北京宝仁中医医院,06151220,丰台区,对外中医,一级无等,北京市丰台区正阳大街127号5号楼
北京瑞程医院管理有限公司瑞泰口腔医院丰台分院,06155218,丰台区,对外专科,二级无等,北京市丰台区南四环西路188号一区31号楼1层101-12
北京市丰台区宛平街道北天堂村卫生室,06106386,丰台区,村卫生室,无等级,北京市丰台区宛平街道北天堂村7号
北京市丰台区宛平街道永合庄村卫生室,06106385,丰台区,村卫生室,无等级,北京市丰台区宛平街道永合庄村165号院
北京市丰台区太平桥街道菜户营村丽新嘉园社区卫生服务站 北京市丰台区太平桥街道菜户营村卫生所,06106384,丰台区,社区卫生站,无等级,北京市丰台区菜户营西路2号院3号楼丽新嘉园小区15#楼首层
北京市丰台区王佐镇刘太庄村卫生室,06106389,丰台区,村卫生室,无等级,北京市丰台区王佐乡刘太庄村272号
北京市丰台区大红门街道东罗园村卫生室,06106388,丰台区,村卫生室,无等级,北京市丰台区东罗园54号南院
北京市丰台区王佐镇沙锅村卫生室,06106387,丰台区,村卫生室,无等级,北京市丰台区王佐镇沙锅村616号
北京大学首钢医院,07110001,石景山区,对外综合,三级无等,北京市石景山区晋元庄路9号、北京市石景山区石景山路68号院首钢园区西十中心N3-17二层
北京古城都市丽人医院,07110052,石景山区,对外综合,一级无等,北京市石景山区古城大街37号
北京联科中医肾病医院,07151051,石景山区,对外中医,三级无等,北京市石景山区模式口西102号
北京石景山八大处中西医结合医院,07159035,石景山区,对外中医,一级无等,北京市石景山区实兴大街11号5幢1至4层、3幢1层、5幢1至2层
北京石景山路安康中医医院,07151054,石景山区,对外中医,一级无等,北京市石景山区模式口南里
北京石景山同心医院,07111005,石景山区,对外综合,无等级,北京市石景山区鲁谷大街吴家村
北京石景山模式口中医医院,07151053,石景山区,对外中医,一级无等,北京市石景山区模式口大街甲48号
北京石景山易仁中医骨伤医院,07155003,石景山区,对外专科,一级无等,北京市石景山区冠景新城B区3号楼
北京市石景山区八宝山街道永乐第二社区卫生服务站,07162007,石景山区,社区卫生站,无等级,北京市石景山区八宝山街道永乐东区23楼4单元1、2、3、4号
北京市石景山区八宝山街道远洋沁山水社区卫生服务站,07162040,石景山区,社区卫生站,无等级,北京市石景山区玉泉西里1区1号楼1层
北京市石景山区八宝山街道远洋山水社区卫生服务站,07162002,石景山区,社区卫生站,无等级,北京市石景山区玉泉西里二区29号楼
北京市石景山区八宝山社区卫生服务中心,07161002,石景山区,对外综合,无等级,北京市石景山区鲁谷东街38号
石景山区苹果园街道西黄村社区卫生服务站,07162020,石景山区,社区卫生站,无等级,北京市石景山区田村路559号
北京市石景山区八角街道南路社区卫生服务站,07162005,石景山区,社区卫生站,无等级,北京市石景山区八角南路12栋北侧平房
北京市石景山区八角街道融景城社区卫生服务站,07162055,石景山区,社区卫生站,无等级,北京市石景山区景阳东街67号院C1号楼3层
北京市石景山区八角街道中里社区卫生服务站,07162015,石景山区,社区卫生站,无等级,北京市石景山区八角中里居委会
北京市石景山区八角社区卫生服务中心,07110030,石景山区,对外综合,无等级,北京市石景山区体育场南街5号院6号楼
北京市石景山区古城街道滨和园东社区卫生服务站,07162056,石景山区,社区卫生站,无等级,北京市石景山区燕堤中街6号院3号楼1层
北京市石景山区古城街道滨和园西社区卫生服务站,07162057,石景山区,社区卫生站,无等级,北京市石景山区燕堤西街7号院1号楼1层
北京市石景山区古城街道老古城社区卫生服务站,07162025,石景山区,社区卫生站,无等级,北京市石景山区老古城北后道8号
北京市石景山区古城街道十万平社区卫生服务站,07162012,石景山区,社区卫生站,无等级,北京市石景山区古城十万平社区17号楼西侧
北京市石景山区古城街道水泥厂社区卫生服务站,07162010,石景山区,社区卫生站,无等级,北京市石景山区京源路68号
北京市石景山区广宁街道麻峪社区卫生服务站,07162003,石景山区,社区卫生站,无等级,北京市石景山区麻峪南沟甲5号
北京市石景山区广宁街道社区卫生服务中心,07110043,石景山区,对外综合,无等级,北京市石景山区大唐国际发电股份有限公司北京高井热电厂原职工医院院内
北京市石景山区广宁街道寿山福海社区卫生服务站,07162041,石景山区,社区卫生站,无等级,北京市石景山区双峪路23号
北京市石景山区急救站,07155001,石景山区,对外专科,无等级,北京市石景山区石景山路24号
北京市石景山区金顶街街道模东社区卫生服务站,07162021,石景山区,社区卫生站,无等级,北京市石景山区模式口东里模五居民区
石景山区金顶街街道模西社区卫生服务站,07162011,石景山区,社区卫生站,无等级,北京市石景山区模式口西里小区
北京市石景山区金世界社区卫生服务站,07162017,石景山区,社区卫生站,无等级,北京市石景山区杨庄北区第二社区居委会
北京市石景山区璟都馨园社区卫生服务站,07162045,石景山区,社区卫生站,无等级,北京市石景山区时代花园南路28号院2楼
北京市石景山区鲁谷街道永乐社区卫生服务站,07162023,石景山区,社区卫生站,无等级,北京市石景山区永乐西小区23号楼底商
北京市石景山区苹果园街道海特花园社区卫生服务站,07162026,石景山区,社区卫生站,无等级,北京市石景山区海特花园45号楼1单元101—102室
北京市石景山区苹果园街道刘娘府社区卫生服务站,07162039,石景山区,社区卫生站,无等级,北京市石景山区刘娘府9号院8号楼101号
北京市石景山区苹果园街道苹果园四区社区卫生服务站,07162408,石景山区,社区卫生站,无等级,北京市石景山区苹果园街道苹果园四区居委会平房院西北侧  
北京市石景山区苹果园街道西山枫林社区卫生服务站,07162037,石景山区,社区卫生站,无等级,北京市石景山区香山南路166号院56号
北京市石景山区五里坨街道红卫路社区卫生服务站,07162059,石景山区,社区卫生站,无等级,北京市石景山区隆恩寺路99号
北京市石景山区五里坨街道隆恩家园社区卫生服务站,07162060,石景山区,社区卫生站,无等级,北京市石景山区秀府南路19号院1号楼1层
北京市石景山区五里坨街道社区卫生服务中心,07110031,石景山区,对外综合,无等级,北京市石景山区石门路３２２号
北京市石景山区五里坨医院(北京市石景山区精神卫生保健所）,07110005,石景山区,对外专科,二级无等,北京市石景山区石门路322号、石门路322-1号（原五里坨农运站三元厂院内）
北京市石景山区西山社区卫生服务站,07130002,石景山区,社区卫生站,无等级,北京市石景山区黑石头
北京市石景山区燕保京原家园社区卫生服务站,07162061,石景山区,社区卫生站,无等级,北京市石景山区景阳东街58号院
北京市石景山区杨庄社区卫生服务站,07110008,石景山区,社区卫生站,无等级,北京市石景山区杨庄村西口
北京市石景山区依翠园社区卫生服务站,07162027,石景山区,社区卫生站,无等级,北京市石景山区依翠园5号；北京市石景山区石景山路18号
北京市石景山区中医医院,07151001,石景山区,对外中医,二级无等,北京市石景山区八角北路
北京市石景山区重兴园社区卫生服务站,07162042,石景山区,社区卫生站,无等级,北京市石景山区八宝山南路重兴嘉园1号一层
北京市石景山医院,07110004,石景山区,对外综合,三级无等,北京市石景山区石景山路24号；石景山路40号一层106室，三层313室
北京首特泰康医院,07111001,石景山区,对外综合,一级甲等,北京市石景山区古城小街６号院（石景山区古城路特钢公司食堂院）
北京燕都中西医结合医院,07110050,石景山区,对外中医,一级无等,北京市石景山区八宝山南路重兴嘉园1号
清华大学玉泉医院（清华大学中西医结合医院）,07110003,石景山区,对外中医,三级无等,北京市石景山区石景山路5号
首都医科大学附属北京康复医院（北京工人疗养院）,07110006,石景山区,对外专科,三级无等,北京市石景山区八大处西下庄
中国中医科学院眼科医院,07151002,石景山区,对外中医,三级甲等,北京市石景山区鲁谷路33号
北京市石景山区金顶街社区卫生服务中心,07161004,石景山区,对外综合,无等级,北京市石景山区金顶北路22号院1号楼
北京市石景山区民族养老院医务室,07110032,石景山区,对内,无等级,北京市石景山区模式口南里清真寺西侧、模式口村西102号
北京市石景山苹果园街道东下庄社区卫生服务站,07162407,石景山区,社区卫生站,无等级,北京市石景山区苹果园街道西山芳苑小区4号楼一层   
北京市石景山区社会福利院医务室,07110029,石景山区,对内,无等级,北京市石景山区杨庄路１７号
北京市石景山区苹果园社区卫生服务中心,07161006,石景山区,对外综合,无等级,北京市石景山区苹果园大街220号
北京市石景山区鲁谷社区卫生服务中心,07161007,石景山区,对外综合,无等级,北京市石景山区鲁谷小区六合园
中国瑞达投资发展集团公司门诊部,07110007,石景山区,对外综合,无等级,北京市石景山区鲁谷路74号院
北京市石景山区疾病预防控制中心门诊部,07155002,石景山区,对外专科,无等级,北京市石景山区体育场南路6号
北京市石景山区老山街道中础社区卫生服务站,07131002,石景山区,社区卫生站,无等级,北京市石景山区石景山路23号院
北京市石景山区八角街道北里社区卫生服务站,07162004,石景山区,社区卫生站,无等级,北京市石景山区八角北里房管所楼1层西门
中国科学院高能物理研究所卫生所,07131001,石景山区,对内,无等级,北京市石景山区玉泉路19号（乙）院
北京市石景山区八角街道八角北路社区卫生服务站,07162018,石景山区,社区卫生站,无等级,北京市石景山区八角北路小区17栋
北京市石景山区妇幼保健院（妇幼保健计划生育服务中心）,07152001,石景山区,对外专科,二级无等,北京市石景山区依翠园5号
首钢集团有限公司矿山水厂社区卫生服务站,07162049,石景山区,社区卫生站,无等级,首钢集团有限公司矿山医院水厂第二住院部一层
北京市石景山区苹果园街道雍景四季社区卫生服务站,07162044,石景山区,社区卫生站,无等级,北京市石景山区苹果园街道冠景新城B区12号楼首层106室
北京未来儿童医院,07151406,石景山区,对外专科,一级无等,北京市石景山区阜石路166号1号楼102-3、201-204
北京市石景山区金顶街街道赵山社区卫生服务站,07162019,石景山区,社区卫生站,无等级,北京市石景山区金顶街赵山宿舍院内平房
北京首颐矿山医院,07110009,石景山区,对外综合,二级甲等,河北省迁安市
北京市石景山区五里坨街道南宫社区卫生服务站,07162046,石景山区,社区卫生站,无等级,北京市石景山区石门路368号
北方工业大学社区卫生服务中心,07111003,石景山区,对外综合,无等级,北京市石景山区晋元庄5号
北京市石景山区八角街道古城南里社区卫生服务站,07162001,石景山区,社区卫生站,无等级,北京市石景山区古城南里五栋
北京市石景山区老山社区卫生服务中心,07161005,石景山区,对外综合,无等级,北京市石景山区老山西里
北京市石景山区古城社区卫生服务中心,07161003,石景山区,对外综合,无等级,北京市石景山区古城路
中国人民解放军总医院京西医疗区,07131003,石景山区,对内,无等级,北京市石景山区八大处甲1号
中国医学科学院整形外科医院,07150409,石景山区,对外专科,三级甲等,北京市石景山区八大处路；北京市朝阳区朝阳门外小庄路6号2号楼
北京市昆仑医院,07110036,石景山区,对外综合,一级无等,北京市石景山区古盛路36号院1号楼1至2层102室、103-2室、104-2室、105室、106-2室
北京幸福颐养护理院,07159411,石景山区,对外专科,无等级,北京市石景山区人民渠北路6号院1号楼地下二层、一层局部至北楼一至五层、南楼四层
北京市石景山区慈善寺敬老院医务室,07100410,石景山区,对内,无等级,北京市石景山区黑石头大队谭峪路
北京海航嘉盛养老服务有限公司医务室,07100412,石景山区,对内,无等级,北京市石景山区体育场南路11号1幢3层
北京八珍堂中医医院,08151179,海淀区,对外中医,一级无等,北京市海淀区厢黄旗2号楼X05-2、X05-3、X06
北京大诚中医针灸医院,08151194,海淀区,对外中医,一级无等,北京市海淀区远大路39号1号楼（青清商厦）二层南侧
北京东平口腔门诊部,08155005,海淀区,对外专科,无等级,北京市海淀区远大路世纪城5区甲4号
北京工业大学西区医务室,08100138,海淀区,对内,无等级,北京市海淀区三虎桥南路17号院北院
北京国都医院,08110042,海淀区,对外综合,一级无等,北京市海淀区北三环中路59号
北京国佳中医医院,08151195,海淀区,对外中医,一级无等,北京市海淀区清河嘉园东区4号楼110号
北京华医中西医结合皮肤病医院,08151151,海淀区,对外中医,二级甲等,北京市海淀区西四环北路29号
北京市海淀区天秀口腔门诊部,08155009,海淀区,对外专科,无等级,北京市海淀区中关村东路118号金五星科技园写字楼（北楼西区）二层69、70、71、72、73、75号;北京市海淀区宝盛里芳清园3号楼1层商业01
北京老年医院,08154001,海淀区,对外综合,三级无等,北京市海淀区温泉路118号，北京市海淀区稻香湖路1号文体中心一层医务室
北京马应龙长青肛肠医院,08155006,海淀区,对外中医,三级甲等,北京市海淀区闵庄路3号、北京市海淀区闵庄路9号金渤瀚商务会馆主楼
北京美尔目医院,08155010,海淀区,对外专科,一级无等,北京市海淀区复兴路65号-2
北京清河圣地妇儿医院,08152150,海淀区,对外专科,一级无等,北京市海淀区清河龙岗路20号3层301、2层201、1层110
北京清河医院,08155004,海淀区,对外专科,二级无等,北京市海淀区昌平路南段36号1号楼
北京市海淀区八里庄街道定慧寺社区卫生服务站,08162004,海淀区,社区卫生站,无等级,北京市海淀区八里庄定慧北里27号楼5门102
北京市海淀区八里庄街道核二院社区卫生服务站,08131009,海淀区,社区卫生站,无等级,北京市海淀区马神庙一号
